Station Name,Latitude,Longitude,Number of Bikes
"C/ RIBES, 13",41.3933173,2.1812483,15
"PG. MARITIM, 11 (DAVANT PL. BRUGADA)",41.3812425,2.1933482,19
"C/ MONTMANY, 1",41.4035608,2.1609345,1
"C/ TARRAGONA,  159-173",41.3787064,2.1443579,13
"LA RAMBLA, 80",41.3811923,2.1735007,16
"C/ RAMON TRIAS FARGAS, 23",41.3889972,2.1923283,3
"C/ PAU ALSINA, 54",41.4092005,2.16400285,1
"C/ GALLEGO, 2",41.3785631,2.1202487,0
"PG. DE GARCIA FÀRIA, 85",41.4053649,2.2162094,11
"AV. DIAGONAL, 634",41.3908477,2.136579,2
"C/ QUETZAL, 22-24",41.3675438,2.1342316,3
"C/ MARQUÈS DE SENTMENAT, 46",41.384972,2.1376205,1
"TRAVESSERA DE GRÀCIA, 328",41.4082107,2.1689962,2
"C/ DELS ENAMORATS, 49",41.4040525,2.181199,3
"C/ RAMON TURRÓ, 246",41.4017084,2.2053803,10
"AV. LITORAL, 172",41.3919877,2.2037136,10
"C/ NÀPOLS, 344",41.4054458,2.1663172,3
"C/ VILADOMAT, 244",41.3875712,2.1469336,1
"AV. VALLCARCA, 11",41.4074444,2.1492066,1
"C/ PROVENÇA, 388-390",41.401061,2.169941,2
"C/ JORDI GIRONA, 29",41.3881175,2.1154135,1
"PG. DE L´EXPOSICIÓ, 30 /BLASCO GARAY",41.3714688,2.1629627,1
"AV. ROMA,  136",41.3852585,2.155089,1
"C/ NOU DE LA RAMBLA, 164",41.3719688,2.1667829,12
"GRAN VIA CORTS CATALANES, 760",41.3979779,2.1801069,5
"C/ VILLAR, 2",41.4164824,2.1801094,0
"C/ IRLANDA, 34",41.4315,2.18579,3
"C/ SARDENYA,  178",41.3967169,2.1825085,8
"C/ CALABRIA, 158",41.3821658,2.1520645,3
"C/ PROVENÇA, 322",41.3967524,2.1646338,8
"C/ CIUTAT DE GRANADA, 168 | AV. DIAGONAL",41.404511,2.189881,7
"PG. VALLDAURA, 26",41.4374904,2.1565742,4
"C/ ALTS FORNS, 77",41.3595484,2.1417765,7
"GRAN VIA DE LES CORTS CATALANES, 1118",41.4167933,2.2058345,8
"C/ VALÈNCIA, 621",41.4108005,2.1872438,7
"C/ CALÀBRIA, 112",41.38031805998654,2.1544371248113956,12
"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",41.3621232,2.1356187,10
"ESPAIS NATURALS-PG. DE GRÀCIA, 89",41.3949729,2.1612814,13
"PG. DE GRÀCIA, 61",41.393062,2.1633226,12
"C/ CARTAGENA, 308",41.410314,2.1757334,3
"AV. LITORAL, 40 (D)",41.3896642,2.1999572,32
"AV. DIAGONAL, 602",41.392878,2.143411,3
"AV. FRANCESC CAMBÓ, 10",41.3855644,2.1773214,1
"C/ PERE IV, 488",41.4148983,2.207186,0
"AV. DE LA CATEDRAL, 6",41.3850616,2.1766834,5
"C/ CAPONATA, 20",41.3953855,2.1210928,0
"PASSATGE DE SENILLOSA, 3-5",41.3954723,2.1250451,1
"PG. FABRA I PUIG, 449",41.4388644,2.1657506,4
PL. UNIVERSITAT /  ARIBAU,41.3856474,2.1634306,2
"C/ SANCHO DE ÁVILA, 170 / LLACUNA",41.4027907,2.1956161,12
"C/ MAS CASANOVAS, 137",41.4158995,2.1745567,0
"PG. LLUIS COMPANYS, 11 (ARC TRIOMF)",41.3911035,2.1801763,6
"VIA BARCINO, 121",41.448152,2.19294,22
"PG. LLUIS COMPANYS, 18  (ARC TRIOMF)",41.3914292,2.1805685,6
"C/ PUJADES,  3",41.39212,2.1874966,5
"C/ PUJADES, 57B",41.3958685,2.192952,1
PL.VALENTÍ ALMIRALL,41.4084796,2.192042,8
"AV. DOCTOR MARAÑON, 25 | C/ PAU GARGALLO",41.383585,2.112186,0
"C/ SANTA FE DE NOU MÈXIC, 2",41.3935816,2.1345892,1
"C/ ENRIC  GRANADOS, 35",41.389668,2.1599078,10
"C/ NÀPOLS, 82",41.3941557,2.1813305,10
"GRAN VIA DE LES CORTS CATALANES,  981",41.4120452,2.1972673,1
"C/ COMTE BORRELL, 198",41.3854003,2.1521802,4
"C/ ALEXANDRE GALÍ, 1-5",41.4239719,2.1812399,1
"C/ PALLARS, 182",41.4003471,2.1969105,2
"C/ RIERA BLANCA, 123",41.371459,2.127854,8
"C/ DE LA SANTACREU, 2 (PL.DE LA VIRREINA)",41.4050968,2.1569161,1
"C/ ESPRONCEDA, 124",41.4065912,2.203028,6
"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",41.3685394,2.1328403,16
"AV. PARAL.LEL, 98",41.3751767,2.1658972,13
"C/ ENTENÇA, 70",41.3790954665734,2.1516210083711993,12
"C/ DOS DE MAIG, 230-232",41.4071692,2.1820722,6
"C/ RAMON TURRÓ, 4",41.3905303,2.1906339,4
"RAMBLA DEL BRASIL, 44",41.3783067,2.1297303,0
"AV. PARAL·LEL, 146 BIS",41.3751852,2.1592394,23
"C/ BERLÍN, 38",41.3832609,2.1392662,3
"C/ DIPUTACIÓ, 226",41.3873057,2.1631263,6
"C/ SANCHO DE ÁVILA, 60-64",41.3987543,2.1902116,10
