Average_rating_F,Average_dist_F,Average_popularity_F,Number of Bikes
8.83,628.8,0.9816613868356212,17
9.29,582.2,0.9983307611079524,6
9.250000000000002,601.7,0.9927571548479678,9
8.68,651.9,0.9792854628651884,9
9.28,589.6,0.9954931903717542,4
9.259999999999998,596.8,0.994201662469878,12
9.29,752.1,0.992637343297322,3
9.2,722.8,0.9885820269136004,3
8.790000000000001,584.0,0.9932350472477188,11
9.250000000000002,732.2,0.9935701134486772,16
9.11,483.3,0.9836907372810224,16
9.169999999999998,687.6,0.9871957328134732,4
9.29,648.2,0.9965626946091573,5
9.27,594.9,0.9967752416538056,17
8.260000000000002,635.2,0.9800388541412828,22
9.11,519.0,0.9836907372810224,22
9.17,596.3,0.9927124793545068,4
9.259999999999998,567.1,0.994201662469878,1
9.2,751.9,0.9885820269136004,11
9.1,649.2,0.9667851244144804,0
8.78,626.4,0.9615188313973956,0
9.090000000000002,766.0,0.9899710286193916,0
9.06,827.7,0.9683101833049036,2
8.059999999999999,872.9,0.9434956542929088,12
9.060000000000002,638.8,0.9731520591341076,2
9.250000000000002,617.3,0.9927571548479678,6
8.790000000000001,617.8,0.9932350472477188,16
8.91,688.3,0.9861918880134296,9
8.55,636.1,0.9138433108602064,0
9.04,685.1,0.9791399290607314,16
9.17,680.4,0.9965031272845424,17
9.1,456.0,0.9731764275850866,11
9.11,752.0,0.9820675276852676,2
8.919999999999998,616.6,0.9499390788725528,3
9.169999999999998,763.1,0.9919780413180626,8
8.160000000000002,587.2,0.9466838599626352,4
8.77,627.0,0.9578243034684426,14
9.070000000000002,869.2,0.97480843689925,1
8.98,525.8,0.9611803806893564,0
9.24,733.4,0.9932424931632956,8
9.23,662.2,0.9893618173449218,3
9.169999999999998,724.5,0.9737944385779655,2
9.34,699.4,0.99801532504806,3
9.01,774.1,0.9773630628435276,1
9.13,630.3,0.9788711991985484,12
9.169999999999998,765.4,0.9919780413180626,12
9.1,901.2,0.9927896461159398,14
9.179999999999998,711.5,0.9870319226707822,20
9.22,640.9,0.9881406871903172,9
9.18,781.7,0.9846647984187582,16
9.259999999999998,618.9,0.9939193945793736,2
8.379999999999999,774.7,0.9314441014810604,1
9.04,703.1,0.9687075244361412,0
9.08,778.2,0.9773962310129152,2
9.1,641.2,0.991332277367124,0
8.620000000000001,609.4,0.9263619256491484,0
9.249999999999998,642.1,0.995732813473046,5
9.249999999999998,604.1,0.9953578100885389,8
9.29,612.8,0.9965626946091573,11
9.12,731.9,0.9877758373270517,20
8.540000000000001,756.5,0.9150779790431324,1
9.06,583.6,0.9687873988032384,0
9.29,713.3,0.9977086887065768,17
8.389999999999999,633.7,0.9675594996344732,9
8.389999999999999,445.6,0.9559418406303304,22
8.790000000000001,834.0,0.9878259280318415,1
9.11,451.2,0.9836907372810224,9
8.49,756.9,0.9330050361465356,8
8.99,684.9,0.986882327457829,1
8.98,706.3,0.9672230796306824,1
9.260000000000002,635.6,0.987614057888609,2
9.07,647.5,0.986036200687732,6
9.12,765.5,0.9796022527279126,3
9.28,609.3,0.9954931903717542,16
9.27,631.8,0.9919252430076084,7
8.76,779.7,0.949469309289795,11
8.409999999999998,561.0,0.9679859475266024,2
8.209999999999999,661.2,0.9765094901578534,18
8.440000000000001,735.0,0.9127941136652856,2
9.09,648.4,0.9886443018438792,20
9.22,733.6,0.9971922129261094,6
8.919999999999998,577.5,0.964493813121057,0
9.09,622.2,0.9852990550456232,15
9.28,643.2,0.993480085560339,7
9.2,853.4,0.987236346898438,4
9.139999999999995,644.3,0.989581133403731,7
9.070000000000002,784.0,0.9829326076950152,2
9.080000000000002,528.0,0.9885786424065198,7
9.07,634.3,0.971682506159803,22
8.51,564.1,0.9463548858744212,6
9.29,638.6,0.997543524761054,2
9.110000000000005,613.4,0.9737517937887528,2
8.64,863.3,0.9458519481222756,9
9.26,638.0,0.9949604689573012,15
9.12,696.6,0.990319632848672,19
9.07,722.8,0.9813256437332466,1
9.11,767.3,0.983643354181897,13
9.250000000000002,583.6,0.9904719356672896,16
9.11,700.8,0.9841510302439552,3
9.06,770.1,0.9790153792001732,1
8.73,521.3,0.9596573525031812,0
8.559999999999999,562.9,0.9846370454606992,11
8.809999999999999,638.4,0.9620048466141392,2
8.720000000000002,751.7,0.9780623020063356,3
8.98,616.6,0.9678607207646276,1
9.259999999999998,608.3,0.9939193945793736,2
9.23,653.5,0.9949178241680882,3
9.11,614.2,0.9836907372810224,10
9.02,810.2,0.9838545474237133,10
9.259999999999998,743.0,0.9939193945793736,3
9.1,824.3,0.9805384073863482,1
9.04,535.5,0.9687075244361412,1
9.27,577.5,0.9971482143340644,2
8.670000000000002,755.5,0.939415292556792,1
9.22,726.3,0.9903528010180598,1
9.2,707.6,0.9835851406601142,1
9.209999999999996,749.7,0.9888636179026888,12
9.29,697.6,0.9983307611079524,5
8.77,693.8,0.955283215552487,0
9.27,782.1,0.991547532017437,8
9.15,729.9,0.9907474345436328,3
9.21,694.7,0.9895351041074376,8
9.070000000000002,802.1,0.9755787507107464,7
8.2,794.8,0.9767098529770124,7
8.040000000000001,549.3,0.934644491376276,8
8.77,455.3,0.9578243034684426,7
9.16,733.7,0.98135610429697,12
8.479999999999999,651.6,0.970054558254136,10
9.250000000000002,675.9,0.9894105542468796,13
9.260000000000002,637.1,0.9893496331194326,12
9.259999999999998,636.4,0.9939193945793736,3
8.919999999999998,815.6,0.9720378794032438,3
9.28,623.4,0.9956143557252324,1
8.22,768.1,0.9549379958302874,0
9.28,610.2,0.9956143557252324,5
9.260000000000002,633.4,0.987614057888609,2
9.070000000000002,549.1,0.9724771884222784,12
9.28,591.3,0.9954931903717542,6
9.28,607.7,0.9954931903717542,6
9.209999999999996,811.5,0.991119730322476,5
9.150000000000002,675.9,0.9839032843256708,1
8.82,521.8,0.971090894322151,8
8.77,770.1,0.9537628949719764,1
9.24,487.1,0.989755773969079,10
9.26,616.4,0.9914893184956544,10
8.71,891.3,0.9705405734708796,1
9.18,740.8,0.9865052933690738,4
8.859999999999998,737.6,0.9537859096201228,8
9.080000000000002,758.2,0.9661515446890314,1
9.05,728.5,0.966886659626892,6
8.849999999999998,777.4,0.969412178810278,16
9.24,842.8,0.9905423334145615,13
9.249999999999998,737.4,0.9949354236049064,6
9.2,838.1,0.9912713562396772,4
8.999999999999998,645.6,0.968625619364796,0
9.169999999999998,675.2,0.9896643922779086,23
9.010000000000002,668.0,0.9697458912084044,3
9.250000000000002,541.2,0.988022229442504,6
9.110000000000005,726.4,0.9734194351934584,10
9.110000000000005,726.4,0.9734194351934584,10
